question,response
What documentation is required for customs clearance when importing goods into Thailand?,"Customs clearance in Thailand requires a Commercial Invoice, Packing List, Bill of Lading, and potentially an Import License or Certificate of Origin depending on the goods being imported."
What is the required format for a VAT ID for import shipments to South Africa?,The VAT number for import shipments to South Africa must consist of 10 digits.
What are the demurrage charges for a 40' dry container after the initial 7 days of free time?,Demurrage charges for a 40' dry container are USD 120 per day for days 8-14 and USD 180 per day from day 15 onwards.
What documentation is required for shipping dangerous goods to Brazil via CHERRY shipping line?,A Dangerous Goods Declaration (in Portuguese) and Safety Data Sheets (SDS) in Portuguese are required.
What documentation is required for shipping dangerous goods with CHERRY shipping line to China?,A Dangerous Goods Declaration (in Chinese) and Safety Data Sheets (SDS) in Chinese are required for shipping dangerous goods.
What company registration information is required for UK-based shippers and consignees when shipping with CHERRY?,UK-based shippers and consignees must provide their Company Registration Number.
What are some examples of restricted items that may require special permits or licenses for import into India?,"Examples of restricted items for import into India include used tires, used rubber and vulcanized rubber scrap, and solid plastic waste/scrap. Melon seeds covered under HS Code 12077090 are also restricted."
What is the demurrage charge per day for a 40' dry container in USD between days 8 and 14 after discharge in an import shipment?,The demurrage charge per day for a 40' dry container between days 8 and 14 after discharge in an import shipment is USD 140.
What type of contact information is mandatory for the notify party?,Both a telephone or fax number and an email address are mandatory for the notify party.
What are the required documents for customs clearance in Chile when shipping with CHERRY?,"Original commercial invoice, packing list, and Bill of Lading (B/L) are required for customs clearance in Chile when shipping with CHERRY."
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What tax identification number is required for both shippers and consignees based in Chile when submitting documentation to CHERRY shipping line?,The RUT (Rol Único Tributario) is required for Chile-based shippers and consignees.
