question,response
What tax code is required for shipments originating from Vietnam according to CHERRY shipping line's compliance requirements?,Vietnam-based shippers are required to provide their tax code.
What are the gate operation hours at Novorossiysk Port?,"Gate operations at Novorossiysk Port are from 08:00 to 20:00 on Monday to Friday, 08:00 to 16:00 on Saturday, and closed on Sunday and Public Holidays."
What contact information is mandatory for both shipper and consignee details when shipping to Ukraine with CHERRY Shipping Line?,A phone number and email address are mandatory contact information for both shipper and consignee details.
What are the required HS codes for shipments handled by CHERRY shipping line?,12-digit HS codes are required for all shipments as per Turkish Customs.
What currency is preferred for local charges when shipping to Russia with CHERRY shipping line?,Rubles (RUB) is the preferred currency for local charges.
What contact information is mandatory for both the shipper and consignee according to CHERRY Shipping Line's requirements for shipments to Taiwan?,Both the shipper and consignee must provide a telephone or fax number and an email address.
"For a shipment containing dangerous goods from Brazil, what documents are required in Portuguese?","For a shipment containing dangerous goods from Brazil, the required documents in Portuguese are: FISPQ (Ficha de Informação de Produto Químico), Ficha de Emergência (Anexo VIII da NR 29), and Declaração de Mercadorias Perigosas (Anexo VII da NR 29)."
What documentation is required for Indonesia-based shippers when submitting a Bill of Lading to CHERRY Shipping Line?,"Indonesia-based shippers must provide their full name, complete address, phone number, email address, and NPWP (Nomor Pokok Wajib Pajak)."
What are the specific requirements and restrictions imposed by CHERRY Shipping Line for shipments to the Kingdom of Morocco?,"To find the specific requirements and restrictions imposed by CHERRY Shipping Line for shipments to the Kingdom of Morocco, you would need to refer to the documentation titled ""CHERRY Shipping Line: Kingdom of Morocco - Requirements and Restrictions"". 

[/INST]"
Are customs operations in Ukraine typically open on public holidays?,Customs operations in Ukraine are typically closed on public holidays.
Is an email address mandatory for the Notify Party when shipping with CHERRY?,"Yes, an email address is mandatory for the Notify Party when shipping with CHERRY."
What regulations must all shipments adhere to when being transported by CHERRY shipping line to or from Turkey?,All shipments must comply with Turkish Customs Law and related regulations.
What are the payment terms for refrigerated shipments destined for Saudi Arabia?,All refrigerated shipments to Saudi Arabia must be prepaid.
Will CHERRY Turkey's port operations continue during public holidays?,"Yes, port operations continue on a limited basis during public holidays."
What company registration information is required from UK-based shippers and consignees when submitting a shipment to CHERRY shipping line?,UK-based shippers and consignees must provide their Company Registration Number.
What documentation is required for dangerous goods shipments originating from outside Brazil?,"For dangerous goods shipments originating from outside Brazil, a passport number in the format ""Passport: AXXXXXXXXX (Country)"" is required.  In addition, an MSDS in Portuguese or English, a Dangerous Goods Declaration (submitted 72 hours before vessel arrival), FISPQ, Ficha de Emergência, and Declaração de Mercadorias Perigosas are necessary."
